Statistic Label,Month,Driving Test Categories,Driving Test Centre,UNIT,Pass Rate,Number of Tests
Driving Test Pass Rate,2023 August,Category C (Truck),"Killarney, Co. Kerry",%,66.7,3.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Letterkenny, Co. Donegal",%,66.7,3.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Limerick - Castlemungret, Co. Limerick",%,52.2,23.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Longford, Co. Longford",%,100.0,2.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Mallow (Cork Racecourse Mallow), Co. Cork",%,100.0,7.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Monaghan, Co. Monaghan",%,83.3,12.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Mulhuddart, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Mullingar, Co. Westmeath",%,100.0,13.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Naas, Co. Kildare",%,84.6,14.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Navan, Co. Meath",%,42.9,7.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Nenagh, Co. Tipperary",%,50.0,4.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Roscommon, Co. Roscommon",%,100.0,7.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Shannon, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Skibbereen, Co. Cork",%,60.0,5.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Sligo, Co. Sligo",%,73.3,17.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Tallaght, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Thurles, Co. Tipperary",%,55.6,9.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Tralee, Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Tralee (HGV's), Co. Kerry",%,83.3,6.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Tuam, Co. Galway",%,100.0,2.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Tullamore, Co. Offaly",%,55.6,9.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Waterford, Co. Waterford",%,75.0,16.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Wexford, Co. Wexford",%,62.5,9.0
Driving Test Pass Rate,2023 August,Category C (Truck),"Wicklow, Co. Wicklow",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2023 August,Category C (Truck),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),All driving test centres,%,50.4,15109.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Athlone, Co. Westmeath",%,36.8,323.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Ballina, Co. Mayo",%,53.1,104.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Birr, Co. Offaly",%,55.1,167.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Buncrana, Co. Donegal",%,63.0,77.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Carlow Talbot Hotel, Co. Carlow",%,62.8,348.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Carrick On Shannon, Co. Leitrim",%,53.2,155.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Castlebar, Co. Mayo",%,64.8,279.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Cavan, Co. Cavan",%,55.6,139.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Charlestown (Dublin), Co. Dublin",%,36.4,123.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Clifden, Co. Galway",%,77.3,48.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Clonmel, Co. Tipperary",%,56.6,122.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Cork (Ballincollig), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Cork (Wilton), Co. Cork",%,40.9,982.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Donegal, Co. Donegal",%,66.7,56.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Dun Laoghaire / Deansgrange, Co. Dublin",%,52.3,764.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Dundalk, Co. Louth",%,51.5,683.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Dungarvan, Co. Waterford",%,70.2,79.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Ennis, Co. Clare",%,50.2,230.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Finglas, Co. Dublin",%,41.0,814.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Galway (Carnmore), Co. Galway",%,47.4,105.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Galway (Westside), Co. Galway",%,60.0,223.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Gorey, Co. Wexford",%,44.7,347.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Kilkenny (Govt Buildings), Co. Kilkenny",%,43.5,152.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,56.0,29.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Killarney, Co. Kerry",%,50.2,258.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Killester, Co. Dublin",%,45.4,154.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Kilrush, Co. Clare",%,55.2,31.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Letterkenny, Co. Donegal",%,63.4,323.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Limerick - Castlemungret, Co. Limerick",%,46.8,372.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Limerick - Woodview, Co. Limerick",%,52.0,234.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Longford, Co. Longford",%,39.3,156.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Loughrea, Co. Galway",%,61.7,196.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Mallow (Cork Racecourse Mallow), Co. Cork",%,47.8,232.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Monaghan, Co. Monaghan",%,65.0,122.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Mulhuddart, Co. Dublin",%,45.6,319.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Mulhuddart Maple House, Co. Dublin",%,45.3,299.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Mullingar, Co. Westmeath",%,49.6,259.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Naas, Co. Kildare",%,51.6,573.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Navan, Co. Meath",%,60.3,405.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Nenagh, Co. Tipperary",%,40.2,129.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Newcastle West, Co. Limerick",%,63.5,65.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,54.0,109.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Portlaoise, Co. Laois",%,56.8,196.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Raheny, Co. Dublin",%,52.2,517.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Roscommon, Co. Roscommon",%,54.7,156.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Shannon, Co. Clare",%,57.8,66.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Skibbereen, Co. Cork",%,74.2,103.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Sligo, Co. Sligo",%,55.9,162.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Tallaght, Co. Dublin",%,47.4,1654.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Thurles, Co. Tipperary",%,41.7,119.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Tipperary, Co. Tipperary",%,45.1,108.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Tralee, Co. Kerry",%,47.7,279.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Tuam, Co. Galway",%,59.8,121.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Tullamore, Co. Offaly",%,50.0,248.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Waterford, Co. Waterford",%,46.6,342.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Wexford, Co. Wexford",%,47.9,287.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Wicklow, Co. Wicklow",%,42.1,166.0
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category B (Car or light van),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),All driving test centres,%,72.1,432.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Athlone, Co. Westmeath",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Ballina, Co. Mayo",%,100.0,7.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Carlow Talbot Hotel, Co. Carlow",%,57.1,10.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Carrick On Shannon, Co. Leitrim",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Castlebar, Co. Mayo",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Cavan, Co. Cavan",%,84.6,17.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Clonmel, Co. Tipperary",%,82.4,18.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Cork (Ballincollig), Co. Cork",%,60.0,43.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Cork (Wilton), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Donegal, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Dun Laoghaire / Deansgrange, Co. Dublin",%,65.8,55.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Dundalk, Co. Louth",%,100.0,2.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Dungarvan, Co. Waterford",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Ennis, Co. Clare",%,50.0,10.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Finglas, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Galway (Carnmore), Co. Galway",%,68.4,20.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Gorey, Co. Wexford",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Killarney, Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Letterkenny, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Limerick - Castlemungret, Co. Limerick",%,88.2,23.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Longford, Co. Longford",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Mallow (Cork Racecourse Mallow), Co. Cork",%,63.6,24.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Monaghan, Co. Monaghan",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Mulhuddart, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Mulhuddart Maple House, Co. Dublin",%,52.2,30.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Mullingar, Co. Westmeath",%,76.9,14.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Naas, Co. Kildare",%,81.8,36.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Navan, Co. Meath",%,56.3,22.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Nenagh, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Roscommon, Co. Roscommon",%,100.0,12.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Shannon, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Skibbereen, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Sligo, Co. Sligo",%,71.4,7.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Tallaght, Co. Dublin",%,65.6,42.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Thurles, Co. Tipperary",%,100.0,10.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Tralee, Co. Kerry",%,75.0,5.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Tuam, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Tullamore, Co. Offaly",%,71.4,7.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Waterford, Co. Waterford",%,50.0,3.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Wexford, Co. Wexford",%,90.9,15.0
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Wicklow, Co. Wicklow",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category A (Motorcycle All),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),All driving test centres,%,76.2,380.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Athlone, Co. Westmeath",%,71.4,22.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Ballina, Co. Mayo",%,NaN,1.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Birr (County Arms Hotel), Co. Offaly",%,88.9,20.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Carlow Talbot Hotel, Co. Carlow",%,60.0,11.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Carrick On Shannon, Co. Leitrim",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Castlebar, Co. Mayo",%,80.0,6.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Cavan, Co. Cavan",%,100.0,4.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Clonmel, Co. Tipperary",%,75.0,4.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Cork (Ballincollig), Co. Cork",%,63.6,24.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Cork (Wilton), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Donegal, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Dun Laoghaire / Deansgrange, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Dundalk, Co. Louth",%,54.6,12.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Dungarvan, Co. Waterford",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Ennis, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Finglas, Co. Dublin",%,70.2,62.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Galway (Carnmore), Co. Galway",%,85.0,21.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Gorey, Co. Wexford",%,100.0,2.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,75.0,20.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Killarney, Co. Kerry",%,100.0,8.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Letterkenny, Co. Donegal",%,90.9,12.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Limerick - Castlemungret, Co. Limerick",%,65.2,24.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Longford, Co. Longford",%,NaN,2.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Mallow (Cork Racecourse Mallow), Co. Cork",%,100.0,8.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Monaghan, Co. Monaghan",%,92.9,14.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Mulhuddart, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Mullingar, Co. Westmeath",%,88.9,10.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Naas, Co. Kildare",%,76.9,13.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Navan, Co. Meath",%,50.0,4.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Nenagh, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Roscommon, Co. Roscommon",%,66.7,3.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Shannon, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Skibbereen, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Sligo, Co. Sligo",%,100.0,5.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Tallaght, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Thurles, Co. Tipperary",%,100.0,7.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Tralee, Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Tralee (HGV's), Co. Kerry",%,55.6,9.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Tuam, Co. Galway",%,100.0,6.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Tullamore, Co. Offaly",%,45.5,11.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Waterford, Co. Waterford",%,82.4,17.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Wexford, Co. Wexford",%,90.9,11.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Wicklow, Co. Wicklow",%,100.0,7.0
Driving Test Pass Rate,2023 September,Category C (Truck),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2023 September,Category C (Truck),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2023 October,Category B (Car or light van),All driving test centres,%,50.5,16934.0
