Statistic Label,Month,Driving Test Categories,Driving Test Centre,UNIT,Pass Rate,Number of Tests
Driving Test Pass Rate,2021 January,Category B (Car or light van),All driving test centres,%,56.1,12102.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Athlone, Co. Westmeath",%,68.4,117.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Ballina, Co. Mayo",%,56.5,206.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Birr, Co. Offaly",%,37.8,59.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Buncrana, Co. Donegal",%,66.1,75.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Carlow, Co. Carlow",%,57.2,210.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Carlow Talbot Hotel, Co. Carlow",%,NaN,5.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Carrick On Shannon, Co. Leitrim",%,76.3,78.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Castlebar, Co. Mayo",%,64.7,100.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Cavan, Co. Cavan",%,73.2,176.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Charlestown (Dublin), Co. Dublin",%,NaN,4.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Clifden, Co. Galway",%,62.5,17.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Clonmel, Co. Tipperary",%,48.3,194.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Cork (Ballincollig), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,1.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Cork (Wilton), Co. Cork",%,58.0,1024.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Donegal, Co. Donegal",%,64.1,70.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Drogheda, Co. Louth",%,NaN,7.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Dun Laoghaire / Deansgrange, Co. Dublin",%,49.6,873.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Dundalk, Co. Louth",%,59.1,352.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Dungarvan, Co. Waterford",%,46.3,101.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Ennis, Co. Clare",%,70.9,210.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Finglas, Co. Dublin",%,43.0,1248.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Galway (Carnmore), Co. Galway",%,59.6,58.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Galway (Westside), Co. Galway",%,64.0,266.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Gorey, Co. Wexford",%,52.5,289.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Kilkenny (Govt Buildings), Co. Kilkenny",%,66.0,109.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,NaN,2.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Killarney, Co. Kerry",%,73.8,143.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Killester, Co. Dublin",%,NaN,3.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Kilrush, Co. Clare",%,57.1,34.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Letterkenny, Co. Donegal",%,66.4,190.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Limerick - Castlemungret, Co. Limerick",%,50.7,279.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Limerick - Woodview, Co. Limerick",%,70.6,233.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Limerick (Roxboro), Co. Limerick",%,54.2,227.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Longford, Co. Longford",%,65.0,111.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Loughrea, Co. Galway",%,71.1,101.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Mallow, Co. Cork",%,62.7,169.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Mallow (Cork Racecourse Mallow), Co. Cork",%,NaN,2.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Monaghan, Co. Monaghan",%,67.2,77.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Mulhuddart, Co. Dublin",%,51.0,279.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,3.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Mullingar, Co. Westmeath",%,69.8,149.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Naas, Co. Kildare",%,57.3,442.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Navan, Co. Meath",%,60.0,337.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Nenagh, Co. Tipperary",%,41.7,45.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Newcastle West, Co. Limerick",%,68.5,104.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,2.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Portlaoise, Co. Laois",%,76.5,134.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Raheny, Co. Dublin",%,41.0,428.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Roscommon, Co. Roscommon",%,52.6,111.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Shannon, Co. Clare",%,63.9,83.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Skibbereen, Co. Cork",%,56.3,110.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Sligo, Co. Sligo",%,61.8,146.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Tallaght, Co. Dublin",%,50.4,1146.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Thurles, Co. Tipperary",%,54.3,106.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Tipperary, Co. Tipperary",%,70.3,76.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Tralee, Co. Kerry",%,54.7,196.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Tuam, Co. Galway",%,75.9,104.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Tullamore, Co. Offaly",%,49.2,154.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Waterford, Co. Waterford",%,52.9,283.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Wexford, Co. Wexford",%,66.4,173.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Wicklow, Co. Wicklow",%,65.5,71.0
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category B (Car or light van),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),All driving test centres,%,76.1,172.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Athlone, Co. Westmeath",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Ballina, Co. Mayo",%,100.0,7.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Carlow Talbot Hotel, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Carrick On Shannon, Co. Leitrim",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Castlebar, Co. Mayo",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Cavan, Co. Cavan",%,100.0,3.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Clonmel, Co. Tipperary",%,100.0,2.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Cork (Ballincollig), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Cork (Wilton), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Donegal, Co. Donegal",%,100.0,1.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Dun Laoghaire / Deansgrange, Co. Dublin",%,83.3,20.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Dundalk, Co. Louth",%,75.0,6.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Dungarvan, Co. Waterford",%,NaN,2.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Ennis, Co. Clare",%,100.0,5.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Finglas, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Galway (Carnmore), Co. Galway",%,71.4,8.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Gorey, Co. Wexford",%,100.0,10.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Killarney, Co. Kerry",%,NaN,2.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Letterkenny, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Limerick - Castlemungret, Co. Limerick",%,100.0,9.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Longford, Co. Longford",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Mallow (Cork Racecourse Mallow), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Monaghan, Co. Monaghan",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Mulhuddart, Co. Dublin",%,62.5,12.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,1.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Mullingar, Co. Westmeath",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Naas, Co. Kildare",%,85.7,16.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Navan, Co. Meath",%,100.0,5.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Nenagh, Co. Tipperary",%,NaN,3.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Roscommon, Co. Roscommon",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Shannon, Co. Clare",%,100.0,2.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Skibbereen, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Sligo, Co. Sligo",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Tallaght, Co. Dublin",%,64.7,36.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Thurles, Co. Tipperary",%,80.0,7.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Tipperary, Co. Tipperary",%,NaN,3.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Tralee, Co. Kerry",%,66.7,3.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Tuam, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Tullamore, Co. Offaly",%,100.0,1.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Waterford, Co. Waterford",%,NaN,5.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Wexford, Co. Wexford",%,33.3,3.0
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Wicklow, Co. Wicklow",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category A (Motorcycle All),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),All driving test centres,%,72.2,256.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Athlone, Co. Westmeath",%,50.0,2.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Ballina, Co. Mayo",%,100.0,1.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Carlow, Co. Carlow",%,NaN,5.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Carlow Talbot Hotel, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Carrick On Shannon, Co. Leitrim",%,NaN,1.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Castlebar, Co. Mayo",%,84.6,17.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Cavan, Co. Cavan",%,100.0,1.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Clonmel, Co. Tipperary",%,100.0,1.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Cork (Ballincollig), Co. Cork",%,66.7,29.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Cork (Wilton), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Donegal, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Dun Laoghaire / Deansgrange, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Dundalk, Co. Louth",%,61.5,19.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Dungarvan, Co. Waterford",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Ennis, Co. Clare",%,100.0,2.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Finglas, Co. Dublin",%,56.3,57.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Galway (Carnmore), Co. Galway",%,100.0,8.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Gorey, Co. Wexford",%,100.0,1.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,100.0,3.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Killarney, Co. Kerry",%,100.0,2.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Letterkenny, Co. Donegal",%,90.0,20.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Limerick - Castlemungret, Co. Limerick",%,88.9,16.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Longford, Co. Longford",%,33.3,3.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Mallow (Cork Racecourse Mallow), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Monaghan, Co. Monaghan",%,100.0,3.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Mulhuddart, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Mullingar, Co. Westmeath",%,100.0,2.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Naas, Co. Kildare",%,75.0,15.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Navan, Co. Meath",%,NaN,1.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Nenagh, Co. Tipperary",%,NaN,5.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Roscommon, Co. Roscommon",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Shannon, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Skibbereen, Co. Cork",%,100.0,2.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Sligo, Co. Sligo",%,75.0,10.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Tallaght, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Thurles, Co. Tipperary",%,66.7,3.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Tralee, Co. Kerry",%,100.0,5.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Tuam, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Tullamore, Co. Offaly",%,100.0,10.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Waterford, Co. Waterford",%,85.7,8.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Wexford, Co. Wexford",%,100.0,1.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Wicklow, Co. Wicklow",%,100.0,3.0
Driving Test Pass Rate,2021 January,Category C (Truck),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 January,Category C (Truck),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),All driving test centres,%,55.5,10726.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Athlone, Co. Westmeath",%,70.0,121.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Ballina, Co. Mayo",%,53.3,112.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Birr, Co. Offaly",%,54.3,119.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Buncrana, Co. Donegal",%,56.5,75.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Carlow, Co. Carlow",%,61.6,193.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Carlow Talbot Hotel, Co. Carlow",%,NaN,1.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Carrick On Shannon, Co. Leitrim",%,78.9,72.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Castlebar, Co. Mayo",%,62.8,194.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Cavan, Co. Cavan",%,76.3,164.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Clonmel, Co. Tipperary",%,57.7,174.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Cork (Ballincollig), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,1.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Cork (Wilton), Co. Cork",%,55.0,733.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Donegal, Co. Donegal",%,65.4,103.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Drogheda, Co. Louth",%,58.9,64.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Dun Laoghaire / Deansgrange, Co. Dublin",%,48.5,526.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Dundalk, Co. Louth",%,56.2,392.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Dungarvan, Co. Waterford",%,53.1,91.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Ennis, Co. Clare",%,68.9,161.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Finglas, Co. Dublin",%,43.4,841.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Galway (Carnmore), Co. Galway",%,56.4,100.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Galway (Westside), Co. Galway",%,54.9,270.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Gorey, Co. Wexford",%,50.8,220.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Kilkenny (Govt Buildings), Co. Kilkenny",%,52.4,136.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,50.0,9.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Killarney, Co. Kerry",%,62.1,159.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Kilrush, Co. Clare",%,90.9,14.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Letterkenny, Co. Donegal",%,69.1,164.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Limerick - Castlemungret, Co. Limerick",%,52.6,175.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Limerick - Woodview, Co. Limerick",%,68.1,103.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Limerick (Roxboro), Co. Limerick",%,47.5,89.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Longford, Co. Longford",%,61.5,89.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Loughrea, Co. Galway",%,78.4,111.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Mallow, Co. Cork",%,59.0,174.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Mallow (Cork Racecourse Mallow), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Monaghan, Co. Monaghan",%,79.7,64.0
