Statistic Label,Month,Driving Test Categories,Driving Test Centre,UNIT,Pass Rate,Number of Tests
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Gorey, Co. Wexford",%,64.3,15
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Kilkenny (Govt Buildings), Co. Kilkenny",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,50,3
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Killarney, Co. Kerry",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Killester, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Kilrush, Co. Clare",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Letterkenny, Co. Donegal",%,100,6
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Limerick - Castlemungret, Co. Limerick",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Limerick - Woodview, Co. Limerick",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Limerick (Roxboro), Co. Limerick",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Longford, Co. Longford",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Loughrea, Co. Galway",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Mallow, Co. Cork",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Mallow (Cork Racecourse Mallow), Co. Cork",%,66.7,12
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Monaghan, Co. Monaghan",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Mulhuddart, Co. Dublin",%,75,35
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Mulhuddart (Carlton Hotel), Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Mulhuddart Maple House, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Mullingar, Co. Westmeath",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Naas, Co. Kildare",%,80,11
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Navan, Co. Meath",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Nenagh, Co. Tipperary",%,100,1
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Newcastle West, Co. Limerick",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Portlaoise, Co. Laois",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Portlaoise (Maldron Hotel), Co. Laois",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Raheny, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Roscommon, Co. Roscommon",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Shannon, Co. Clare",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Skibbereen, Co. Cork",%,100,2
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Sligo, Co. Sligo",%,100,3
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Tallaght, Co. Dublin",%,45,26
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Thurles, Co. Tipperary",%,100,11
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Tipperary, Co. Tipperary",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Tralee, Co. Kerry",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Tralee (HGV's), Co. Kerry",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Tuam, Co. Galway",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Tullamore, Co. Offaly",%,100,3
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Waterford, Co. Waterford",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Wexford, Co. Wexford",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Wicklow, Co. Wicklow",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Galway (Clybaun Hotel), Co. Galway",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Sandyford, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Southgate, Co. Louth",%,,
Driving Test Pass Rate,2021 August,Category A (Motorcycle All),"Mitchelstown, Co. Cork",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),All driving test centres,%,70.1,254
Driving Test Pass Rate,2021 August,Category C (Truck),"Athlone, Co. Westmeath",%,50,2
Driving Test Pass Rate,2021 August,Category C (Truck),"Ballina, Co. Mayo",%,100,1
Driving Test Pass Rate,2021 August,Category C (Truck),"Birr, Co. Offaly",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Birr (County Arms Hotel), Co. Offaly",%,83.3,7
Driving Test Pass Rate,2021 August,Category C (Truck),"Buncrana, Co. Donegal",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Carlow, Co. Carlow",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Carlow Talbot Hotel, Co. Carlow",%,100,3
Driving Test Pass Rate,2021 August,Category C (Truck),"Carrick On Shannon, Co. Leitrim",%,80,5
Driving Test Pass Rate,2021 August,Category C (Truck),"Castlebar, Co. Mayo",%,75,4
Driving Test Pass Rate,2021 August,Category C (Truck),"Cavan, Co. Cavan",%,80,10
Driving Test Pass Rate,2021 August,Category C (Truck),"Charlestown (Dublin), Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Clifden, Co. Galway",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Clonmel, Co. Tipperary",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Cork (Ballincollig), Co. Cork",%,63.2,20
Driving Test Pass Rate,2021 August,Category C (Truck),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Cork (Wilton), Co. Cork",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Donegal, Co. Donegal",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Drogheda, Co. Louth",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Dun Laoghaire / Deansgrange, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Dundalk, Co. Louth",%,75,12
Driving Test Pass Rate,2021 August,Category C (Truck),"Dungarvan, Co. Waterford",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Ennis, Co. Clare",%,50,2
Driving Test Pass Rate,2021 August,Category C (Truck),"Finglas, Co. Dublin",%,55.8,52
Driving Test Pass Rate,2021 August,Category C (Truck),"Galway (Carnmore), Co. Galway",%,50,2
Driving Test Pass Rate,2021 August,Category C (Truck),"Galway (Westside), Co. Galway",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Gorey, Co. Wexford",%,90,10
Driving Test Pass Rate,2021 August,Category C (Truck),"Kilkenny (Govt Buildings), Co. Kilkenny",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,100,7
Driving Test Pass Rate,2021 August,Category C (Truck),"Killarney, Co. Kerry",%,50,2
Driving Test Pass Rate,2021 August,Category C (Truck),"Killester, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Kilrush, Co. Clare",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Letterkenny, Co. Donegal",%,88.9,9
Driving Test Pass Rate,2021 August,Category C (Truck),"Limerick - Castlemungret, Co. Limerick",%,44.4,9
Driving Test Pass Rate,2021 August,Category C (Truck),"Limerick - Woodview, Co. Limerick",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Limerick (Roxboro), Co. Limerick",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Longford, Co. Longford",%,80,10
Driving Test Pass Rate,2021 August,Category C (Truck),"Loughrea, Co. Galway",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Mallow, Co. Cork",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Mallow (Cork Racecourse Mallow), Co. Cork",%,80,5
Driving Test Pass Rate,2021 August,Category C (Truck),"Monaghan, Co. Monaghan",%,100,2
Driving Test Pass Rate,2021 August,Category C (Truck),"Mulhuddart, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Mulhuddart (Carlton Hotel), Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Mulhuddart Maple House, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Mullingar, Co. Westmeath",%,100,9
Driving Test Pass Rate,2021 August,Category C (Truck),"Naas, Co. Kildare",%,58.1,31
Driving Test Pass Rate,2021 August,Category C (Truck),"Navan, Co. Meath",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Nenagh, Co. Tipperary",%,100,4
Driving Test Pass Rate,2021 August,Category C (Truck),"Newcastle West, Co. Limerick",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Portlaoise, Co. Laois",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Portlaoise (Maldron Hotel), Co. Laois",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Raheny, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Roscommon, Co. Roscommon",%,45.5,11
Driving Test Pass Rate,2021 August,Category C (Truck),"Shannon, Co. Clare",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Skibbereen, Co. Cork",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Sligo, Co. Sligo",%,,1
Driving Test Pass Rate,2021 August,Category C (Truck),"Tallaght, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Thurles, Co. Tipperary",%,100,1
Driving Test Pass Rate,2021 August,Category C (Truck),"Tipperary, Co. Tipperary",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Tralee, Co. Kerry",%,75,4
Driving Test Pass Rate,2021 August,Category C (Truck),"Tralee (HGV's), Co. Kerry",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Tuam, Co. Galway",%,,1
Driving Test Pass Rate,2021 August,Category C (Truck),"Tullamore, Co. Offaly",%,90.9,11
Driving Test Pass Rate,2021 August,Category C (Truck),"Waterford, Co. Waterford",%,100,6
Driving Test Pass Rate,2021 August,Category C (Truck),"Wexford, Co. Wexford",%,100,1
Driving Test Pass Rate,2021 August,Category C (Truck),"Wicklow, Co. Wicklow",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Galway (Clybaun Hotel), Co. Galway",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Sandyford, Co. Dublin",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Southgate, Co. Louth",%,,
Driving Test Pass Rate,2021 August,Category C (Truck),"Mitchelstown, Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),All driving test centres,%,51.3,13851
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Athlone, Co. Westmeath",%,51.1,259
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Ballina, Co. Mayo",%,52.8,93
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Birr, Co. Offaly",%,67.4,98
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Birr (County Arms Hotel), Co. Offaly",%,64.3,57
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Buncrana, Co. Donegal",%,40.8,116
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Carlow, Co. Carlow",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Carlow Talbot Hotel, Co. Carlow",%,52.4,338
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Carrick On Shannon, Co. Leitrim",%,58.8,124
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Castlebar, Co. Mayo",%,58.6,294
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Cavan, Co. Cavan",%,63.3,231
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Charlestown (Dublin), Co. Dublin",%,39.9,280
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Clifden, Co. Galway",%,75.8,35
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Clonmel, Co. Tipperary",%,69.8,140
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Cork (Ballincollig), Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,49.8,248
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Cork (Wilton), Co. Cork",%,50.8,737
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Donegal, Co. Donegal",%,70,103
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Drogheda, Co. Louth",%,37.7,333
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Dun Laoghaire / Deansgrange, Co. Dublin",%,51.3,715
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Dundalk, Co. Louth",%,55.3,244
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Dungarvan, Co. Waterford",%,44.8,128
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Ennis, Co. Clare",%,61.5,201
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Finglas, Co. Dublin",%,37.4,533
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Galway (Carnmore), Co. Galway",%,47.4,145
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Galway (Westside), Co. Galway",%,50.6,254
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Gorey, Co. Wexford",%,47.6,329
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Kilkenny (Govt Buildings), Co. Kilkenny",%,43.1,207
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,44.6,183
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Killarney, Co. Kerry",%,55.1,166
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Killester, Co. Dublin",%,59.1,149
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Kilrush, Co. Clare",%,60,31
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Letterkenny, Co. Donegal",%,61.4,132
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Limerick - Castlemungret, Co. Limerick",%,53.9,279
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Limerick - Woodview, Co. Limerick",%,39.7,224
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Limerick (Roxboro), Co. Limerick",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Longford, Co. Longford",%,65,142
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Loughrea, Co. Galway",%,82.9,86
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,49,55
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Mallow, Co. Cork",%,,1
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Mallow (Cork Racecourse Mallow), Co. Cork",%,54.9,300
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Monaghan, Co. Monaghan",%,53.9,105
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Mulhuddart, Co. Dublin",%,46.2,295
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Mulhuddart (Carlton Hotel), Co. Dublin",%,35.3,155
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Mulhuddart Maple House, Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Mullingar, Co. Westmeath",%,59.4,228
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Naas, Co. Kildare",%,51.4,667
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Navan, Co. Meath",%,56,400
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Nenagh, Co. Tipperary",%,41.3,115
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Newcastle West, Co. Limerick",%,62.2,40
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,64.6,119
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Portlaoise, Co. Laois",%,48.3,201
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Portlaoise (Maldron Hotel), Co. Laois",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Raheny, Co. Dublin",%,48.8,345
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Roscommon, Co. Roscommon",%,59.1,213
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Shannon, Co. Clare",%,50,38
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Skibbereen, Co. Cork",%,48.8,166
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Sligo, Co. Sligo",%,42.5,165
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Tallaght, Co. Dublin",%,48.7,1169
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Thurles, Co. Tipperary",%,67.3,117
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Tipperary, Co. Tipperary",%,49,115
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Tralee, Co. Kerry",%,42.8,289
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Tralee (HGV's), Co. Kerry",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Tuam, Co. Galway",%,56.1,207
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Tullamore, Co. Offaly",%,58.7,158
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Waterford, Co. Waterford",%,50.9,307
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Wexford, Co. Wexford",%,44.4,185
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Wicklow, Co. Wicklow",%,59.7,62
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Galway (Clybaun Hotel), Co. Galway",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Sandyford, Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Southgate, Co. Louth",%,,
Driving Test Pass Rate,2021 September,Category B (Car or light van),"Mitchelstown, Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),All driving test centres,%,70.3,152
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Athlone, Co. Westmeath",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Ballina, Co. Mayo",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Birr, Co. Offaly",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Birr (County Arms Hotel), Co. Offaly",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Buncrana, Co. Donegal",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Carlow, Co. Carlow",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Carlow Talbot Hotel, Co. Carlow",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Carrick On Shannon, Co. Leitrim",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Castlebar, Co. Mayo",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Cavan, Co. Cavan",%,80,5
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Charlestown (Dublin), Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Clifden, Co. Galway",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Clonmel, Co. Tipperary",%,62.5,8
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Cork (Ballincollig), Co. Cork",%,80,11
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Cork (Wilton), Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Donegal, Co. Donegal",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Drogheda, Co. Louth",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Dun Laoghaire / Deansgrange, Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Dundalk, Co. Louth",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Dungarvan, Co. Waterford",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Ennis, Co. Clare",%,,1
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Finglas, Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Galway (Carnmore), Co. Galway",%,90,14
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Galway (Westside), Co. Galway",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Gorey, Co. Wexford",%,100,1
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Kilkenny (Govt Buildings), Co. Kilkenny",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Killarney, Co. Kerry",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Killester, Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Kilrush, Co. Clare",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Letterkenny, Co. Donegal",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Limerick - Castlemungret, Co. Limerick",%,,1
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Limerick - Woodview, Co. Limerick",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Limerick (Roxboro), Co. Limerick",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Longford, Co. Longford",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Loughrea, Co. Galway",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Mallow, Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Mallow (Cork Racecourse Mallow), Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Monaghan, Co. Monaghan",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Mulhuddart, Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Mulhuddart (Carlton Hotel), Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Mulhuddart Maple House, Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Mullingar, Co. Westmeath",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Naas, Co. Kildare",%,73.9,29
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Navan, Co. Meath",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Nenagh, Co. Tipperary",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Newcastle West, Co. Limerick",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Portlaoise, Co. Laois",%,83.3,6
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Portlaoise (Maldron Hotel), Co. Laois",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Raheny, Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Roscommon, Co. Roscommon",%,83.3,7
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Shannon, Co. Clare",%,50,3
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Skibbereen, Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Sligo, Co. Sligo",%,100,4
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Tallaght, Co. Dublin",%,56.3,30
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Thurles, Co. Tipperary",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Tipperary, Co. Tipperary",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Tralee, Co. Kerry",%,66.7,13
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Tralee (HGV's), Co. Kerry",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Tuam, Co. Galway",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Tullamore, Co. Offaly",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Waterford, Co. Waterford",%,50,6
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Wexford, Co. Wexford",%,53.9,13
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Wicklow, Co. Wicklow",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Galway (Clybaun Hotel), Co. Galway",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Sandyford, Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Southgate, Co. Louth",%,,
Driving Test Pass Rate,2021 September,Category A (Motorcycle All),"Mitchelstown, Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),All driving test centres,%,73.5,255
Driving Test Pass Rate,2021 September,Category C (Truck),"Athlone, Co. Westmeath",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Ballina, Co. Mayo",%,50,2
Driving Test Pass Rate,2021 September,Category C (Truck),"Birr, Co. Offaly",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Birr (County Arms Hotel), Co. Offaly",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Buncrana, Co. Donegal",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Carlow, Co. Carlow",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Carlow Talbot Hotel, Co. Carlow",%,50,6
Driving Test Pass Rate,2021 September,Category C (Truck),"Carrick On Shannon, Co. Leitrim",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Castlebar, Co. Mayo",%,100,10
Driving Test Pass Rate,2021 September,Category C (Truck),"Cavan, Co. Cavan",%,100,1
Driving Test Pass Rate,2021 September,Category C (Truck),"Charlestown (Dublin), Co. Dublin",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Clifden, Co. Galway",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Clonmel, Co. Tipperary",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Cork (Ballincollig), Co. Cork",%,60,15
Driving Test Pass Rate,2021 September,Category C (Truck),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Cork (Wilton), Co. Cork",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Donegal, Co. Donegal",%,,
Driving Test Pass Rate,2021 September,Category C (Truck),"Drogheda, Co. Louth",%,,
